date,num,num_cb,sum_mood,sum_mood_cb,mood_economy,mood_cb,mood_cb_without_mood_economy,indicator
2016-02-03,0,2,0.0,-0.5996287912130356,,-0.2998143956065178,,
2016-02-04,6,2,-0.8561655789817451,-0.058027842474984936,-0.14269426316362419,-0.029013921237492468,0.11368034192613172,0.528420085481533
2016-02-05,1,0,-0.3155433312058449,0.0,-0.3155433312058449,,,
2016-02-06,72,0,-11.235358777368674,0.0,-0.15604664968567603,,,
2016-02-07,25,0,-3.0792108117602766,0.0,-0.12316843247041107,,,
2016-02-08,55,74,-11.229008600348607,-18.015663199010305,-0.20416379273361104,-0.24345490809473386,-0.039291115361122814,0.4901772211597193
2016-02-09,1,47,-0.09385345876216888,-9.200398814238724,-0.09385345876216888,-0.19575316626039838,-0.10189970749822949,0.4745250731254426
2016-02-10,62,0,-9.538996665200102,0.0,-0.15385478492258228,,,
2016-02-11,103,3,-18.403645715705352,-0.790837722714059,-0.17867617199713934,-0.2636125742380197,-0.08493640224088037,0.47876589943977993
2016-02-12,20,133,-2.6347862675320357,-20.185427946969867,-0.13173931337660177,-0.15177013493962305,-0.020030821563021273,0.49499229460924465
2016-02-13,0,0,0.0,0.0,,,,
2016-02-14,0,1,0.0,-0.3530598774086684,,-0.3530598774086684,,
2016-02-15,3,86,-0.7721779458224773,-16.299026404347387,-0.25739264860749245,-0.1895235628412487,0.06786908576624376,0.516967271441561
2016-02-16,134,110,-24.31467968042125,-24.547686755497125,-0.18145283343597948,-0.2231607886863375,-0.04170795525035803,0.4895730111874105
2016-02-17,54,21,-8.599742939899443,-0.45023610128555447,-0.15925449888702672,-0.021439814346931166,0.13781468454009554,0.5344536711350238
2016-02-18,20,25,-2.231478132074699,0.24057970009744167,-0.11157390660373494,0.009623188003897666,0.1211970946076326,0.5302992736519081
2016-02-19,0,16,0.0,-2.110502977579017,,-0.13190643609868857,,
2016-02-20,0,53,0.0,-6.305532568032504,,-0.11897231260438687,,
2016-02-21,0,4,0.0,-1.4478184832260013,,-0.3619546208065003,,
2016-02-22,98,0,-12.781909383833408,0.0,-0.1304276467738103,,,
2016-02-23,3,0,0.12396350456401706,0.0,0.041321168188005686,,,
2016-02-24,21,1,-4.570051810878795,-0.097430020570755,-0.21762151480375214,-0.097430020570755,0.12019149423299713,0.5300478735582492
2016-02-25,15,1,-2.3146721659431932,-0.0456712581217289,-0.1543114777295462,-0.0456712581217289,0.1086402196078173,0.5271600549019543
2016-02-26,18,9,-1.2951471932028653,0.5051485068397596,-0.07195262184460363,0.05612761187108441,0.12808023371568805,0.532020058428922
2016-02-27,1,2,-0.22596097737550735,-0.6190844550728798,-0.22596097737550735,-0.3095422275364399,-0.08358125016093254,0.47910468745976686
2016-02-28,2,0,-0.22561022453010082,0.0,-0.11280511226505041,,,
2016-02-29,6,0,-1.1953533350024372,0.0,-0.19922555583373955,,,
2016-03-01,4,0,-0.3041387889534235,0.0,-0.07603469723835588,,,
2016-03-02,1,0,-0.149967759847641,0.0,-0.149967759847641,,,
2016-03-03,32,0,-3.060361252631992,0.0,-0.09563628914474975,,,
2016-03-04,3,0,-0.9285501970443875,0.0,-0.30951673234812915,,,
2016-03-05,61,0,-10.348483313602628,0.0,-0.16964726743610867,,,
2016-03-06,4,0,-0.4398320345208049,0.0,-0.10995800863020122,,,
2016-03-07,2,0,-0.10027104802429676,0.0,-0.05013552401214838,,,
2016-03-08,0,0,0.0,0.0,,,,
2016-03-09,13,0,-3.4436381328850985,0.0,-0.2648952409911614,,,
2016-03-10,15,19,-2.764730141570908,-2.8405656700051622,-0.18431534277139386,-0.14950345631606118,0.034811886455332675,0.5087029716138332
2016-03-11,10,16,-2.3365269995993003,-2.675922398149851,-0.23365269995993004,-0.16724514988436567,0.06640755007556437,0.5166018875188911
2016-03-12,5,2,0.12709726819593925,0.019472606480121613,0.02541945363918785,0.009736303240060806,-0.015683150399127044,0.49607921240021824
2016-03-13,0,0,0.0,0.0,,,,
2016-03-14,28,45,-5.3378653060644865,-6.903776702238247,-0.19063804664516024,-0.15341726004973882,0.03722078659542141,0.5093051966488553
2016-03-15,1,0,-0.014040807727724314,0.0,-0.014040807727724314,,,
2016-03-16,1,0,-0.08222699165344238,0.0,-0.08222699165344238,,,
2016-03-17,0,0,0.0,0.0,,,,
2016-03-18,79,87,-8.490392592531862,-8.302637207423686,-0.10747332395609951,-0.0954326115795826,0.01204071237651691,0.5030101780941292
2016-03-19,10,20,-2.9068793386686593,-3.2378345392644405,-0.2906879338668659,-0.16189172696322202,0.1287962069036439,0.532199051725911
2016-03-20,2,1,-0.289950642734766,-0.030573293566703796,-0.144975321367383,-0.030573293566703796,0.1144020278006792,0.5286005069501698
2016-03-21,0,9,0.0,-1.3651514568482526,,-0.1516834952053614,,
2016-03-22,0,5,0.0,-1.3807605910114944,,-0.2761521182022989,,
2016-03-23,4,1,-0.2809489604551345,-0.5314930658787489,-0.07023724011378363,-0.5314930658787489,-0.46125582576496527,0.3846860435587587
2016-03-24,1,32,-0.030634031165391207,-5.910868032442522,-0.030634031165391207,-0.18471462601382882,-0.1540805948484376,0.4614798512878906
2016-03-25,0,0,0.0,0.0,,,,
2016-03-26,0,0,0.0,0.0,,,,
2016-03-27,0,0,0.0,0.0,,,,
2016-03-28,0,12,0.0,-1.354743063056958,,-0.11289525525474649,,
2016-03-29,120,10,-14.840454267323366,-1.9231024621985853,-0.12367045222769472,-0.19231024621985854,-0.06863979399216381,0.482840051501959
2016-03-30,9,21,-1.10823527071625,-1.401978379697539,-0.12313725230180556,-0.06676087522369233,0.05637637707811323,0.5140940942695283
2016-03-31,0,38,0.0,-4.868840062874369,,-0.1281273700756413,,
2016-04-01,0,11,0.0,-2.9312840194324963,,-0.2664803654029542,,
2016-04-02,0,0,0.0,0.0,,,,
2016-04-03,0,0,0.0,0.0,,,,
2016-04-04,5,0,-0.5976748778484762,0.0,-0.11953497556969524,,,
2016-04-05,21,0,-1.3101267504971474,0.0,-0.06238698811891178,,,
2016-04-06,0,50,0.0,-7.40896638634149,,-0.1481793277268298,,
2016-04-07,69,124,-11.850417787063634,-16.36349994748889,-0.17174518531976282,-0.13196370925394266,0.039781476065820165,0.509945369016455
2016-04-08,10,119,-1.0741900800494477,-19.87214189217775,-0.10741900800494478,-0.16699278900989706,-0.05957378100495228,0.4851065547487619
2016-04-09,0,21,0.0,-3.6216745845304104,,-0.1724606945014481,,
2016-04-10,1,36,-0.20423930138349533,-5.487514461041428,-0.20423930138349533,-0.15243095725115077,0.05180834413234456,0.5129520860330862
2016-04-11,60,0,-7.0923971331940265,0.0,-0.11820661888656711,,,
2016-04-12,20,104,-3.8425094118138077,-8.146999047356076,-0.19212547059069038,-0.07833652930150073,0.11378894128918965,0.5284472353222974
2016-04-13,7,15,-1.0929646562581183,-3.1909244440030307,-0.15613780803687405,-0.2127282962668687,-0.05659048822999466,0.48585237794250136
2016-04-14,25,15,-6.0244159182329895,-2.5311959348618984,-0.24097663672931957,-0.16874639565745989,0.07223024107185969,0.5180575602679649
2016-04-15,0,4,0.0,-1.1634165450523142,,-0.29085413626307854,,
2016-04-16,0,0,0.0,0.0,,,,
2016-04-17,0,0,0.0,0.0,,,,
2016-04-18,24,1,-3.2740442943759263,-0.2182260900735855,-0.1364185122656636,-0.2182260900735855,-0.08180757780792192,0.4795481055480195
2016-04-19,40,64,-7.7804620682727545,-12.367010820409632,-0.19451155170681886,-0.1932345440689005,0.0012770076379183537,0.5003192519094796
2016-04-20,0,7,0.0,-1.3426272668875754,,-0.19180389526965363,,
2016-04-21,9,3,-1.4979363549500704,-0.7182288328185678,-0.16643737277223003,-0.2394096109395226,-0.07297223816729256,0.48175694045817685
2016-04-22,0,7,0.0,-1.5060727205127478,,-0.2151532457875354,,
2016-04-23,0,5,0.0,-0.6780575644224882,,-0.13561151288449763,,
2016-04-24,0,5,0.0,-1.6867420536000282,,-0.33734841072000565,,
2016-04-25,0,73,0.0,-3.6586239234311506,,-0.05011813593741302,,
2016-04-26,3,6,-0.4264447190798819,-1.4615631408523768,-0.14214823969329396,-0.24359385680872947,-0.10144561711543551,0.47463859572114114
2016-04-27,0,68,0.0,-11.368416542478371,,-0.16718259621291723,,
2016-04-28,10,8,-1.5234292943496257,-0.590275077149272,-0.15234292943496258,-0.073784384643659,0.07855854479130359,0.5196396361978259
2016-04-29,42,28,-8.63169638121326,-5.432063167289016,-0.20551658050507762,-0.1940022559746077,0.01151432453046991,0.5028785811326175
2016-04-30,1,1,-0.47411296516656876,-0.5591437816619873,-0.47411296516656876,-0.5591437816619873,-0.08503081649541855,0.47874229587614536
2016-05-01,6,0,-1.2526090200990438,0.0,-0.2087681700165073,,,
2016-05-02,44,0,-8.581724479794502,0.0,-0.1950391927226023,,,
2016-05-03,2,0,-0.37080208398401737,0.0,-0.18540104199200869,,,
2016-05-04,44,0,-7.770401813206263,0.0,-0.17660004120923325,,,
2016-05-05,7,25,-1.9818297746387543,-5.4510798966366565,-0.28311853923410774,-0.21804319586546625,0.06507534336864149,0.5162688358421603
2016-05-06,30,3,-4.6568701477808645,-0.2575968126038788,-0.1552290049260288,-0.08586560420129292,0.06936340072473589,0.5173408501811839
2016-05-07,2,0,-0.17666293680667877,0.0,-0.08833146840333939,,,
2016-05-08,0,0,0.0,0.0,,,,
2016-05-09,0,0,0.0,0.0,,,,
2016-05-10,131,11,-19.762797353600035,-1.7996370899491012,-0.15086104850076362,-0.16360337181355467,-0.012742323312791043,0.49681441917180225
2016-05-11,66,0,-9.516911786573473,0.0,-0.1441956331299011,,,
2016-05-12,15,0,-2.1537707264360506,0.0,-0.1435847150957367,,,
2016-05-13,39,0,-5.2737665919121355,0.0,-0.13522478440800348,,,
2016-05-14,0,0,0.0,0.0,,,,
2016-05-15,0,0,0.0,0.0,,,,
2016-05-16,1,0,0.10867901891469955,0.0,0.10867901891469955,,,
2016-05-17,0,42,0.0,-7.856432165383012,,-0.18705790869959552,,
2016-05-18,0,17,0.0,-0.5936395140161039,,-0.034919971412712,,
2016-05-19,5,3,-0.0753349638544023,0.30774981528520584,-0.015066992770880461,0.10258327176173528,0.11765026453261573,0.5294125661331539
2016-05-20,0,0,0.0,0.0,,,,
2016-05-21,0,0,0.0,0.0,,,,
2016-05-22,3,0,0.9377874897327274,0.0,0.3125958299109091,,,
2016-05-23,27,0,-4.954050796295633,0.0,-0.18348336282576416,,,
2016-05-24,0,0,0.0,0.0,,,,
2016-05-25,0,0,0.0,0.0,,,,
2016-05-26,12,1,-2.1894206035649404,0.0,-0.18245171696374504,0.0,0.18245171696374504,0.5456129292409363
2016-05-27,13,18,-1.680963811930269,-1.2579407413722947,-0.1293049086100207,-0.06988559674290526,0.05941931186711544,0.5148548279667788
2016-05-28,37,0,-6.484014038418536,0.0,-0.17524362265996044,,,
2016-05-29,5,0,-1.100246453192085,0.0,-0.220049290638417,,,
2016-05-30,32,43,-7.678057481069118,-6.746820006519556,-0.23993929628340993,-0.156902790849292,0.08303650543411792,0.5207591263585295
2016-05-31,2,19,-0.2845026897266507,-1.652514455607161,-0.14225134486332536,-0.08697444503195584,0.05527689983136952,0.5138192249578424
2016-06-01,0,2,0.0,-0.16020768880844116,,-0.08010384440422058,,
2016-06-02,28,1,-4.792643699562177,-0.39314262568950653,-0.1711658464129349,-0.39314262568950653,-0.22197677927657164,0.4445058051808571
2016-06-03,0,0,0.0,0.0,,,,
2016-06-04,0,0,0.0,0.0,,,,
2016-06-05,0,0,0.0,0.0,,,,
2016-06-06,4,5,-1.1208788473159075,-0.9568190537393093,-0.28021971182897687,-0.19136381074786185,0.08885590108111502,0.5222139752702788
2016-06-07,0,20,0.0,-4.0607477109879255,,-0.20303738554939627,,
2016-06-08,41,9,-8.811996731616091,-1.053161108167842,-0.21492674955161198,-0.117017900907538,0.09790884864407398,0.5244772121610185
2016-06-09,62,22,-10.31723813858116,-3.8372533856891096,-0.16640706675130904,-0.17442060844041407,-0.008013541689105036,0.49799661457772376
2016-06-10,13,20,-2.9042542912065983,-3.331130119622685,-0.2234041762466614,-0.16655650598113425,0.056847670265527145,0.5142119175663817
2016-06-11,2,1,-0.2191970180720091,-0.17649386636912823,-0.10959850903600454,-0.17649386636912823,-0.06689535733312368,0.4832761606667191
2016-06-12,0,1,0.0,0.01495708392758388,,0.01495708392758388,,
2016-06-13,0,0,0.0,0.0,,,,
2016-06-14,23,1,-3.311317351355683,0.1377131212502718,-0.14397031962416013,0.1377131212502718,0.2816834408744319,0.5704208602186079
2016-06-15,12,0,-0.7939525101101026,0.0,-0.06616270917584188,,,
2016-06-16,4,9,-0.7190181985497475,-1.3175296595291002,-0.17975454963743687,-0.14639218439212223,0.033362365245314635,0.5083405913113287
2016-06-17,60,51,-10.584607235621661,-1.975355601112824,-0.17641012059369435,-0.038732462766918115,0.13767765782677624,0.534419414456694
2016-06-18,5,19,-0.11245224930462427,-1.8468923554755747,-0.022490449860924855,-0.09720486081450393,-0.07471441095357907,0.4813213972616052
2016-06-19,1,1,-0.18306132033467293,-0.14421635121107101,-0.18306132033467293,-0.14421635121107101,0.03884496912360191,0.5097112422809005
2016-06-20,23,9,-4.3449660113983555,-1.3216168840881437,-0.188911565712972,-0.14684632045423818,0.04206524525873381,0.5105163113146834
2016-06-21,3,0,-0.6926053250208497,0.0,-0.23086844167361656,,,
2016-06-22,0,0,0.0,0.0,,,,
2016-06-23,0,34,0.0,-6.978091727709398,,-0.20523799199145287,,
2016-06-24,13,13,-1.5806547938846052,-1.154850596562028,-0.12158883029881579,-0.08883466127400215,0.03275416902481364,0.5081885422562034
2016-06-25,1,0,-0.051992973196320236,0.0,-0.051992973196320236,,,
2016-06-26,0,0,0.0,0.0,,,,
2016-06-27,0,5,0.0,-1.1918746144510806,,-0.2383749228902161,,
2016-06-28,0,74,0.0,-8.752976712377858,,-0.11828346908618728,,
2016-06-29,27,1,-7.030227018665755,-0.5147369012702256,-0.26037877846910207,-0.5147369012702256,-0.2543581228011236,0.4364104692997191
2016-06-30,10,2,-1.7735939577687532,-0.5864456990530016,-0.17735939577687532,-0.2932228495265008,-0.11586345374962548,0.47103413656259363
2016-07-01,34,78,-2.8215092279278906,-15.293393299056333,-0.0829855655272909,-0.1960691448596966,-0.11308357933240569,0.4717291051668986
2016-07-02,3,10,-0.9073119964450598,-1.7537034656852484,-0.3024373321483533,-0.17537034656852485,0.12706698557982843,0.5317667463949571
2016-07-03,0,12,0.0,-0.42871982604265213,,-0.03572665217022101,,
2016-07-04,22,8,-1.6088517767057056,-0.7145906842779368,-0.07312962621389571,-0.0893238355347421,-0.016194209320846392,0.4959514476697884
2016-07-05,60,9,-13.400723580663907,-0.8151994670624845,-0.22334539301106512,-0.09057771856249827,0.13276767444856685,0.5331919186121417
2016-07-06,2,0,-0.5444030009675771,0.0,-0.27220150048378855,,,
2016-07-07,11,0,-2.1789504284970462,0.0,-0.19808640259064056,,,
2016-07-08,11,6,-1.98698540776968,-1.6285608811303973,-0.18063503706997092,-0.27142681352173287,-0.09079177645176195,0.47730205588705954
2016-07-09,0,0,0.0,0.0,,,,
2016-07-10,3,0,-0.7437812779098749,0.0,-0.24792709263662496,,,
2016-07-11,0,0,0.0,0.0,,,,
2016-07-12,0,0,0.0,0.0,,,,
2016-07-13,0,0,0.0,0.0,,,,
2016-07-14,7,1,-0.7278563859144924,-0.03308597819705028,-0.10397948370207034,-0.03308597819705028,0.07089350550502006,0.517723376376255
2016-07-15,23,9,-4.168300685618306,-2.176519784843549,-0.18123046459210024,-0.24183553164928323,-0.06060506705718299,0.48484873323570427
2016-07-16,1,0,0.0003193648881278932,0.0,0.0003193648881278932,,,
2016-07-17,3,0,-0.9396386034786701,0.0,-0.3132128678262234,,,
2016-07-18,24,0,-6.244482241105288,0.0,-0.2601867600460537,,,
2016-07-19,42,0,-6.848301535908831,0.0,-0.1630547984740198,,,
2016-07-20,76,0,-6.607180830891593,0.0,-0.08693658988015254,,,
2016-07-21,6,0,-1.2139001580653712,0.0,-0.2023166930108952,,,
2016-07-22,43,22,-9.321444220142439,-2.5025108589907177,-0.21677777256145206,-0.11375049359048717,0.10302727897096489,0.5257568197427412
2016-07-23,10,1,-2.2601556356530637,-0.21099640429019928,-0.22601556356530636,-0.21099640429019928,0.01501915927510708,0.5037547898187767
2016-07-24,7,0,-1.8724032491445541,0.0,-0.267486178449222,,,
2016-07-25,45,0,-10.555706658866256,0.0,-0.2345712590859168,,,
2016-07-26,3,21,-1.0128157548606396,-2.9409916282165796,-0.3376052516202132,-0.1400472203912657,0.19755803122894752,0.5493895078072368
2016-07-27,8,38,-0.7854667907377006,-4.37281662307214,-0.09818334884221258,-0.11507412165979315,-0.01689077281758057,0.49577730679560483
2016-07-28,23,9,-4.915794539338094,-1.1993093024939299,-0.21373019736252583,-0.1332565891659922,0.08047360819653362,0.5201184020491334
2016-07-29,12,39,-1.9024175766389817,-5.207089088231442,-0.15853479805324847,-0.1335151048264472,0.025019693226801254,0.5062549233067003
2016-07-30,0,1,0.0,-0.5162989175878465,,-0.5162989175878465,,
2016-07-31,8,1,-1.804896699031815,-0.08051462867297232,-0.22561208737897687,-0.08051462867297232,0.14509745870600455,0.5362743646765011
