date,num_c,num_c_with,sum_mood,sum_mood_with
2015-01-07,0,0,0.0,0.0
2015-01-08,0,0,0.0,0.0
2015-01-09,0,0,0.0,0.0
2015-01-10,0,0,0.0,0.0
2015-01-11,12,0,-2.2232504547573626,0.0
2015-01-12,28,0,-4.526224271394312,0.0
2015-01-13,96,4,-14.282555777521338,-0.594877053052187
2015-01-14,52,1,-5.128191709067323,-0.1382749155163765
2015-01-15,9,1,-1.1063869148492813,-0.14984505623579025
2015-01-16,68,0,-3.8315685048437444,0.0
2015-01-17,14,0,-1.7711528132203966,0.0
2015-01-18,0,0,0.0,0.0
2015-01-19,13,0,-1.1624488603119971,0.0
2015-01-20,14,0,-3.4759170087927487,0.0
2015-01-21,42,0,-6.493436829754501,0.0
2015-01-22,45,1,-4.495697734804708,-0.01595135498791933
2015-01-23,43,0,-5.567522156285122,0.0
2015-01-24,1,0,0.1295876253861934,0.0
2015-01-25,27,0,-4.335941787008778,0.0
2015-01-26,25,1,-2.9504487273079576,-0.17887132987380028
2015-01-27,14,1,-1.7203861138114007,-0.15782047249376774
2015-01-28,38,0,-7.648799139074981,0.0
2015-01-29,17,0,-2.6603763791936217,0.0
2015-01-30,15,1,-2.8232998779567424,-0.13930178433656693
2015-01-31,21,0,-4.241790305124596,0.0
2015-02-01,2,0,-0.061367140617221594,0.0
2015-02-02,25,0,-3.5285261228418676,0.0
2015-02-03,26,0,-4.695273517630994,0.0
2015-02-04,31,0,-2.3416219535283744,0.0
2015-02-05,104,0,-15.208846321474994,0.0
2015-02-06,26,0,-2.83980783734296,0.0
2015-02-07,1,0,-0.15922456607222557,0.0
2015-02-08,0,0,0.0,0.0
2015-02-09,44,3,-3.5819774182600668,-1.0313281938433647
2015-02-10,39,0,-7.443570326504414,0.0
2015-02-11,5,0,-1.68885910930112,0.0
2015-02-12,17,0,-1.7126316091307672,0.0
2015-02-13,8,1,-2.71530919324141,-0.23640921618789434
2015-02-14,1,0,-0.22988188592717052,0.0
2015-02-15,19,0,-4.08316751383245,0.0
2015-02-16,40,0,-2.3586199130659224,0.0
2015-02-17,15,0,-2.2284046812565066,0.0
2015-02-18,0,0,0.0,0.0
2015-02-19,15,0,-0.3507483466528356,0.0
2015-02-20,55,0,-6.238509295624681,0.0
2015-02-21,10,0,-2.107018629088998,0.0
2015-02-22,6,0,-0.12043088348582387,0.0
2015-02-23,0,0,0.0,0.0
2015-02-24,1,0,0.0466538667678833,0.0
2015-02-25,29,0,-5.437941969677922,0.0
2015-02-26,39,0,-6.353116367274197,0.0
2015-02-27,8,0,-1.625850701937452,0.0
2015-02-28,48,0,-10.764393858058611,0.0
2015-03-01,11,0,-3.0799467808101326,0.0
2015-03-02,32,0,-3.8778848443180323,0.0
2015-03-03,35,0,-4.706197887018789,0.0
2015-03-04,19,0,-1.028976148692891,0.0
2015-03-05,15,0,-0.3221048963459907,0.0
2015-03-06,1,0,-0.5472808219492435,0.0
2015-03-07,14,0,-3.0088795360643417,0.0
2015-03-08,0,0,0.0,0.0
2015-03-09,2,0,-0.17908553406596184,0.0
2015-03-10,0,0,0.0,0.0
2015-03-11,15,0,-1.5752687428612262,0.0
2015-03-12,70,0,-10.731132196029648,0.0
2015-03-13,1,0,-0.165975421667099,0.0
2015-03-14,0,0,0.0,0.0
2015-03-15,0,0,0.0,0.0
2015-03-16,2,0,-0.4279475808143616,0.0
2015-03-17,4,0,-0.17091434821486473,0.0
2015-03-18,25,0,-3.985584890586324,0.0
2015-03-19,29,0,-2.807504891839926,0.0
2015-03-20,2,0,-0.05594002641737461,0.0
2015-03-21,13,0,-3.133310994890053,0.0
2015-03-22,2,0,-0.539982408285141,0.0
2015-03-23,0,0,0.0,0.0
2015-03-24,0,0,0.0,0.0
2015-03-25,0,0,0.0,0.0
2015-03-26,3,0,-0.942910245154053,0.0
2015-03-27,0,0,0.0,0.0
2015-03-28,0,0,0.0,0.0
2015-03-29,0,0,0.0,0.0
2015-03-30,11,0,-2.42640473600477,0.0
2015-03-31,12,0,-1.4794209417887032,0.0
2015-04-01,6,0,-0.7898836431559175,0.0
2015-04-02,0,0,0.0,0.0
2015-04-03,9,0,-1.1451066222507507,0.0
2015-04-04,3,0,-0.18398412317037582,0.0
2015-04-05,16,0,-2.3163080763770267,0.0
2015-04-06,0,0,0.0,0.0
2015-04-07,0,0,0.0,0.0
2015-04-08,1,0,-0.00035697063140105456,0.0
2015-04-09,1,0,-0.14973852783441544,0.0
2015-04-10,3,0,-0.6927346494048834,0.0
2015-04-11,0,0,0.0,0.0
2015-04-12,0,0,0.0,0.0
2015-04-13,1,0,0.08441120386123657,0.0
2015-04-14,14,1,-0.2104089753702283,0.09703971445560455
2015-04-15,1,1,-0.225508451461792,-0.225508451461792
2015-04-16,6,0,-0.7436658726073802,0.0
2015-04-17,40,0,-9.507859426768846,0.0
2015-04-18,15,1,-1.0427874231245369,-0.5639683343470097
2015-04-19,5,0,-1.2787415737548145,0.0
2015-04-20,0,0,0.0,0.0
2015-04-21,12,0,-1.3762963143672096,0.0
2015-04-22,20,0,-2.5502152695553377,0.0
2015-04-23,20,0,-4.324437568924623,0.0
2015-04-24,46,0,-8.665300015039975,0.0
2015-04-25,0,0,0.0,0.0
2015-04-26,0,0,0.0,0.0
2015-04-27,7,0,-1.7557822323869914,0.0
2015-04-28,0,0,0.0,0.0
2015-04-29,2,0,-0.31879270216450095,0.0
2015-04-30,0,0,0.0,0.0
2015-05-01,0,0,0.0,0.0
2015-05-02,0,0,0.0,0.0
2015-05-03,0,0,0.0,0.0
2015-05-04,4,0,-0.761076815193519,0.0
2015-05-05,0,0,0.0,0.0
2015-05-06,19,0,-1.8890552360826405,0.0
2015-05-07,16,0,-3.4610036625526845,0.0
2015-05-08,0,0,0.0,0.0
2015-05-09,0,0,0.0,0.0
2015-05-10,0,0,0.0,0.0
2015-05-11,0,0,0.0,0.0
2015-05-12,2,0,-0.3465079942252487,0.0
2015-05-13,0,0,0.0,0.0
2015-05-14,0,0,0.0,0.0
2015-05-15,0,0,0.0,0.0
2015-05-16,0,0,0.0,0.0
2015-05-17,0,0,0.0,0.0
2015-05-18,0,0,0.0,0.0
2015-05-19,2,0,-0.08336881548166275,0.0
2015-05-20,0,0,0.0,0.0
2015-05-21,0,0,0.0,0.0
2015-05-22,0,0,0.0,0.0
